nameOrig,total_transactions,avg_amount,max_amount,total_amount,std_amount,avg_balance_before,avg_balance_delta,cashout_count,transfer_count,cashout_ratio,unique_destinations,is_anomaly,risk_score,risk_level
C1098250442,1,3964130.0,3964130.0,3964130.0,0.0,3964130.0,3964130.0,1,0,1.0,1,1,0.10124769512218879,HIGH
C494334546,1,2701905.25,2701905.25,2701905.25,0.0,2701905.25,2701905.25,0,1,0.0,1,1,0.10072847365524529,HIGH
C1712239324,1,2846794.25,2846794.25,2846794.25,0.0,1320905.5,1320905.5,0,1,0.0,1,1,0.10072847365524529,HIGH
C364029634,1,2686564.0,2686564.0,2686564.0,0.0,2686564.0,2686564.0,0,1,0.0,1,1,0.10072847365524529,HIGH
C1182702586,1,2662734.5,2662734.5,2662734.5,0.0,2662734.5,2662734.5,0,1,0.0,1,1,0.10072847365524529,HIGH
C947908175,1,2813257.0,2813257.0,2813257.0,0.0,832286.5625,832286.5625,0,1,0.0,1,1,0.10072847365524529,HIGH
C2000940145,1,3411790.0,3411790.0,3411790.0,0.0,314740.28125,314740.28125,0,1,0.0,1,1,0.10068873617175045,HIGH
C841995363,1,3477438.5,3477438.5,3477438.5,0.0,3477438.5,3477438.5,1,0,1.0,1,1,0.1004439347894589,HIGH
C620458687,1,3182543.5,3182543.5,3182543.5,0.0,334387.15625,334387.15625,0,1,0.0,1,1,0.1004209144801993,HIGH
C1087016252,1,2799722.75,2799722.75,2799722.75,0.0,505064.125,505064.125,0,1,0.0,1,1,0.10015318337557055,HIGH
C601869500,1,2594904.25,2594904.25,2594904.25,0.0,3379719.0,2594904.375,0,1,0.0,1,1,0.09992524000242042,HIGH
C1946268494,1,2536199.25,2536199.25,2536199.25,0.0,3563611.25,2536199.25,0,1,0.0,1,1,0.09965767655271596,HIGH
C1210247195,1,2746937.5,2746937.5,2746937.5,0.0,1727115.375,1727115.375,0,1,0.0,1,1,0.09965767655271596,HIGH
C1868348341,1,2685146.5,2685146.5,2685146.5,0.0,1679141.125,1679141.125,0,1,0.0,1,1,0.09939020360258721,HIGH
C2044690596,1,2930418.5,2930418.5,2930418.5,0.0,2930418.5,2930418.5,1,0,1.0,1,1,0.09937352245674624,HIGH
C2010427735,1,2927005.25,2927005.25,2927005.25,0.0,2927005.25,2927005.25,1,0,1.0,1,1,0.09937352245674624,HIGH
C894109789,1,2846687.75,2846687.75,2846687.75,0.0,394230.375,394230.375,0,1,0.0,1,1,0.0993505332768726,HIGH
C1449318203,1,2772552.75,2772552.75,2772552.75,0.0,801468.0,801468.0,0,1,0.0,1,1,0.0993505332768726,HIGH
C143659436,1,2753894.0,2753894.0,2753894.0,0.0,1530419.5,1530419.5,0,1,0.0,1,1,0.09912282112142401,HIGH
C1664468993,1,2554999.25,2554999.25,2554999.25,0.0,2603747.75,2554999.44140625,0,1,0.0,1,1,0.09912282112142401,HIGH
C394488466,1,2539898.0,2539898.0,2539898.0,0.0,2539898.0,2539898.0,0,1,0.0,1,1,0.09912282112142401,HIGH
C299124843,1,2805329.5,2805329.5,2805329.5,0.0,455118.78125,455118.78125,0,1,0.0,1,1,0.09908316421363939,HIGH
C1017008472,1,2740783.25,2740783.25,2740783.25,0.0,677818.4375,677818.4375,0,1,0.0,1,1,0.09908316421363939,HIGH
C220827490,1,2949627.25,2949627.25,2949627.25,0.0,345037.1875,345037.1875,0,1,0.0,1,1,0.09881588558423327,HIGH
C1997212033,1,2412843.0,2412843.0,2412843.0,0.0,3965971.0,2412843.125,0,1,0.0,1,1,0.0985883274436048,HIGH
C1091920751,1,2748499.0,2748499.0,2748499.0,0.0,589512.625,589512.625,0,1,0.0,1,1,0.09854869735806637,HIGH
C656389886,1,2612615.75,2612615.75,2612615.75,0.0,684904.125,684904.125,0,1,0.0,1,1,0.09828159950456117,HIGH
C703785485,1,2864103.25,2864103.25,2864103.25,0.0,354978.0,354978.0,0,1,0.0,1,1,0.09828159950456117,HIGH
C836229822,1,2607913.0,2607913.0,2607913.0,0.0,1668494.125,1668494.125,0,1,0.0,1,1,0.0980541952745837,HIGH
C179320324,1,2634419.25,2634419.25,2634419.25,0.0,986661.6875,986661.6875,0,1,0.0,1,1,0.09752042436985164,HIGH
C77812226,1,2619518.75,2619518.75,2619518.75,0.0,542660.1875,542660.1875,0,1,0.0,1,1,0.09748084787439393,HIGH
C913772816,1,2882283.25,2882283.25,2882283.25,0.0,333775.0,333775.0,0,1,0.0,1,1,0.09748084787439393,HIGH
C1138159193,1,2485394.5,2485394.5,2485394.5,0.0,2400090.0,2400090.0,0,1,0.0,1,1,0.09725367431523013,HIGH
C707267975,1,2567013.25,2567013.25,2567013.25,0.0,601940.0,601940.0,0,1,0.0,1,1,0.09721411120596557,HIGH
C2140905252,1,2701905.25,2701905.25,2701905.25,0.0,2701905.25,2701905.25,1,0,1.0,1,1,0.09697038405004399,HIGH
C901331326,1,2686564.0,2686564.0,2686564.0,0.0,2686564.0,2686564.0,1,0,1.0,1,1,0.09697038405004399,HIGH
C813115168,1,2662734.5,2662734.5,2662734.5,0.0,2662734.5,2662734.5,1,0,1.0,1,1,0.09697038405004399,HIGH
C487850986,1,2603202.0,2603202.0,2603202.0,0.0,518394.71875,518394.71875,0,1,0.0,1,1,0.09694746475746585,HIGH
C195163481,1,2604219.0,2604219.0,2604219.0,0.0,575667.5625,575667.5625,0,1,0.0,1,1,0.09694746475746585,HIGH
C1446499265,1,2779197.5,2779197.5,2779197.5,0.0,404743.0,404743.0,0,1,0.0,1,1,0.09694746475746585,HIGH
C326618887,1,2481900.75,2481900.75,2481900.75,0.0,666765.4375,666765.4375,0,1,0.0,1,1,0.09668090849837896,HIGH
C667238146,1,2841855.25,2841855.25,2841855.25,0.0,325522.59375,325522.59375,0,1,0.0,1,1,0.09641444239819974,HIGH
C793614880,1,2454200.75,2454200.75,2454200.75,0.0,816248.75,816248.75,0,1,0.0,1,1,0.09588178055259455,HIGH
C393346983,1,3557292.25,3557292.25,3557292.25,0.0,287110.25,287110.25,0,1,0.0,1,1,0.09588178055259455,HIGH
C312060492,1,2490293.0,2490293.0,2490293.0,0.0,596237.0,596237.0,0,1,0.0,1,1,0.09588178055259455,HIGH
C1136761469,1,3756042.5,3756042.5,3756042.5,0.0,291622.4375,291622.4375,0,1,0.0,1,1,0.09588178055259455,HIGH
C728718059,1,2539898.0,2539898.0,2539898.0,0.0,2539898.0,2539898.0,1,0,1.0,1,1,0.09537235179593395,HIGH
C1069086544,1,3649110.75,3649110.75,3649110.75,0.0,273107.0,273107.0,0,1,0.0,1,1,0.09534947897681412,HIGH
C1792863221,1,2910160.5,2910160.5,2910160.5,0.0,305645.5625,305645.5625,0,1,0.0,1,1,0.09534947897681412,HIGH
C1275782803,1,2907767.5,2907767.5,2907767.5,0.0,306608.78125,306608.78125,0,1,0.0,1,1,0.09534947897681412,HIGH
C1219553025,1,2317409.0,2317409.0,2317409.0,0.0,4165916.25,2317409.0,0,1,0.0,1,1,0.09512291939654116,HIGH
C1403515235,1,2517040.0,2517040.0,2517040.0,0.0,850998.8125,850998.8125,0,1,0.0,1,1,0.09512291939654116,HIGH
C328350078,1,2423047.5,2423047.5,2423047.5,0.0,505971.0,505971.0,0,1,0.0,1,1,0.09508346321395444,HIGH
C342003200,1,2740784.75,2740784.75,2740784.75,0.0,386494.53125,386494.53125,0,1,0.0,1,1,0.09508346321395444,HIGH
C212051828,1,2463734.25,2463734.25,2463734.25,0.0,502118.0,502118.0,0,1,0.0,1,1,0.09508346321395444,HIGH
C118544418,1,2803531.75,2803531.75,2803531.75,0.0,306750.3125,306750.3125,0,1,0.0,1,1,0.09481753742718713,HIGH
C142016159,1,3191867.5,3191867.5,3191867.5,0.0,268974.0,268974.0,0,1,0.0,1,1,0.09455170158607906,HIGH
C1584236455,1,2517583.75,2517583.75,2517583.75,0.0,452505.34375,452505.34375,0,1,0.0,1,1,0.09428595566020737,HIGH
C363168814,1,2397681.5,2397681.5,2397681.5,0.0,510116.25,510116.25,0,1,0.0,1,1,0.09428595566020737,HIGH
C643295726,1,2379054.0,2379054.0,2379054.0,0.0,1163817.125,1163817.125,0,1,0.0,1,1,0.09405970244682715,HIGH
C248475744,1,2339822.5,2339822.5,2339822.5,0.0,1411737.0,1411737.0,0,1,0.0,1,1,0.09405970244682715,HIGH
C237807289,1,2374528.5,2374528.5,2374528.5,0.0,714075.0,714075.0,0,1,0.0,1,1,0.09402029961915948,HIGH
C578920498,1,2391256.75,2391256.75,2391256.75,0.0,465012.34375,465012.34375,0,1,0.0,1,1,0.09402029961915948,HIGH
C1893847755,1,3520997.0,3520997.0,3520997.0,0.0,245038.578125,245038.578125,0,1,0.0,1,1,0.09402029961915948,HIGH
C294464530,1,2333072.25,2333072.25,2333072.25,0.0,520781.875,520781.875,0,1,0.0,1,1,0.09375473343253304,HIGH
C106331032,1,2540133.0,2540133.0,2540133.0,0.0,433576.78125,433576.78125,0,1,0.0,1,1,0.09348925706993616,HIGH
C1844257434,1,2562773.25,2562773.25,2562773.25,0.0,403669.90625,403669.90625,0,1,0.0,1,1,0.09322387050098713,HIGH
C1262229546,1,3185949.75,3185949.75,3185949.75,0.0,243253.0,243253.0,0,1,0.0,1,1,0.09322387050098713,HIGH
C1484106104,1,2273575.25,2273575.25,2273575.25,0.0,4095373.75,2273575.375,0,1,0.0,1,1,0.09299792324021272,HIGH
C483175031,1,2329491.75,2329491.75,2329491.75,0.0,504211.125,504211.125,0,1,0.0,1,1,0.09242824925236381,HIGH
C1853992201,1,2439142.5,2439142.5,2439142.5,0.0,390228.40625,390228.40625,0,1,0.0,1,1,0.09216322155439427,HIGH
C1497082681,1,2420920.75,2420920.75,2420920.75,0.0,381254.59375,381254.59375,0,1,0.0,1,1,0.09216322155439427,HIGH
C1699014378,1,2194160.5,2194160.5,2194160.5,0.0,3039593.75,2194160.5,0,1,0.0,1,1,0.09193757983249906,HIGH
C1370320449,1,2307120.5,2307120.5,2307120.5,0.0,1721298.5,1721298.5,0,1,0.0,1,1,0.09167271809656341,HIGH
C1380539989,1,2838030.5,2838030.5,2838030.5,0.0,284966.9375,284966.9375,0,1,0.0,1,1,0.09163343505381516,HIGH
C752563135,1,2198224.75,2198224.75,2198224.75,0.0,2198224.75,2198224.75,0,1,0.0,1,1,0.09140794594638668,HIGH
C1590939747,1,3017287.75,3017287.75,3017287.75,0.0,222073.46875,222073.46875,0,1,0.0,1,1,0.09136867619057543,HIGH
C1995535069,1,3140595.5,3140595.5,3140595.5,0.0,217580.234375,217580.234375,0,1,0.0,1,1,0.09110400687829956,HIGH
C1747176769,1,3396050.25,3396050.25,3396050.25,0.0,179995.8125,179995.8125,0,1,0.0,1,1,0.09110400687829956,HIGH
C622417366,1,2973564.25,2973564.25,2973564.25,0.0,221009.0,221009.0,0,1,0.0,1,1,0.09110400687829956,HIGH
C1270969266,1,2973423.5,2973423.5,2973423.5,0.0,216661.0,216661.0,0,1,0.0,1,1,0.09110400687829956,HIGH
C177500174,1,3041669.0,3041669.0,3041669.0,0.0,218483.0,218483.0,0,1,0.0,1,1,0.09110400687829956,HIGH
C1444380816,1,2246018.5,2246018.5,2246018.5,0.0,1889644.375,1889644.375,0,1,0.0,1,1,0.0906141667074506,HIGH
C346756897,1,2338432.0,2338432.0,2338432.0,0.0,419652.5625,419652.5625,0,1,0.0,1,1,0.09057493678549178,HIGH
C433840655,1,2364159.75,2364159.75,2364159.75,0.0,372008.21875,372008.21875,0,1,0.0,1,1,0.09057493678549178,HIGH
C1646845612,1,2352703.5,2352703.5,2352703.5,0.0,379262.625,379262.625,0,1,0.0,1,1,0.09031053594441185,HIGH
C293743293,1,2859190.25,2859190.25,2859190.25,0.0,246535.5625,246535.5625,0,1,0.0,1,1,0.09031053594441185,HIGH
C1606705685,1,2316902.5,2316902.5,2316902.5,0.0,1170985.625,1170985.625,0,1,0.0,1,1,0.09008542792170748,HIGH
C6787213,1,3362856.0,3362856.0,3362856.0,0.0,170947.546875,170947.546875,0,1,0.0,1,1,0.09004622453319977,HIGH
C68923552,1,2175219.25,2175219.25,2175219.25,0.0,1903575.875,1903575.875,0,1,0.0,1,1,0.08982119265011967,HIGH
C844826794,1,2329971.25,2329971.25,2329971.25,0.0,427187.0,427187.0,0,1,0.0,1,1,0.08978200252160706,HIGH
C1853671488,1,2308895.0,2308895.0,2308895.0,0.0,751926.75,751926.75,0,1,0.0,1,1,0.08978200252160706,HIGH
C1694101090,1,2238161.75,2238161.75,2238161.75,0.0,790636.3125,790636.3125,0,1,0.0,1,1,0.08978200252160706,HIGH
C1363632403,1,2304374.25,2304374.25,2304374.25,0.0,465318.28125,465318.28125,0,1,0.0,1,1,0.08951786987939558,HIGH
C1532571439,1,2242332.75,2242332.75,2242332.75,0.0,549705.0,549705.0,0,1,0.0,1,1,0.08951786987939558,HIGH
C463748041,1,2957475.0,2957475.0,2957475.0,0.0,199428.390625,199428.390625,0,1,0.0,1,1,0.08951786987939558,HIGH
C499293229,1,2610045.0,2610045.0,2610045.0,0.0,312293.84375,312293.84375,0,1,0.0,1,1,0.08951786987939558,HIGH
C224979082,1,2251444.75,2251444.75,2251444.75,0.0,543684.75,543684.75,0,1,0.0,1,1,0.08951786987939558,HIGH
C1030196105,1,2121878.5,2121878.5,2121878.5,0.0,2737362.0,2121878.5,0,1,0.0,1,1,0.08929299019831327,HIGH
C751996498,1,2284539.75,2284539.75,2284539.75,0.0,1023860.8125,1023860.8125,0,1,0.0,1,1,0.08929299019831327,HIGH
C13639810,1,2517735.25,2517735.25,2517735.25,0.0,345660.90625,345660.90625,0,1,0.0,1,1,0.0892538265763374,HIGH
C188966879,1,2226680.0,2226680.0,2226680.0,0.0,495373.0,495373.0,0,1,0.0,1,1,0.0892538265763374,HIGH
C2068421243,1,3058753.75,3058753.75,3058753.75,0.0,193998.65625,193998.65625,0,1,0.0,1,1,0.08898987258221469,HIGH
C386635935,1,2227178.25,2227178.25,2227178.25,0.0,500672.09375,500672.09375,0,1,0.0,1,1,0.08898987258221469,HIGH
C235819446,1,2214979.5,2214979.5,2214979.5,0.0,1175734.25,1175734.25,0,1,0.0,1,1,0.08876514500018728,HIGH
C1580741277,1,2241254.5,2241254.5,2241254.5,0.0,760639.9375,760639.9375,0,1,0.0,1,1,0.08872600786682017,HIGH
C310723788,1,2423933.75,2423933.75,2423933.75,0.0,332630.4375,332630.4375,0,1,0.0,1,1,0.08872600786682017,HIGH
C803145365,1,2149077.75,2149077.75,2149077.75,0.0,607818.5625,607818.5625,0,1,0.0,1,1,0.08846223239995643,HIGH
C577679006,1,3702402.25,3702402.25,3702402.25,0.0,160897.0,160897.0,0,1,0.0,1,1,0.08846223239995643,HIGH
C1215466388,1,3445303.0,3445303.0,3445303.0,0.0,160162.0,160162.0,0,1,0.0,1,1,0.08846223239995643,HIGH
C705981026,1,2198224.75,2198224.75,2198224.75,0.0,2198224.75,2198224.75,1,0,1.0,1,1,0.08822121100338798,HIGH
C315808821,1,2405586.75,2405586.75,2405586.75,0.0,318969.0,318969.0,0,1,0.0,1,1,0.08819854615143641,HIGH
C1588690437,1,2800443.0,2800443.0,2800443.0,0.0,235122.703125,235122.703125,0,1,0.0,1,1,0.08819854615143641,HIGH
C863755691,1,2135339.0,2135339.0,2135339.0,0.0,684081.875,684081.875,0,1,0.0,1,1,0.08819854615143641,HIGH
C1374377088,1,2093951.5,2093951.5,2093951.5,0.0,2093951.5,2093951.5,0,1,0.0,1,1,0.08797404652512553,HIGH
C2022572829,1,2072097.375,2072097.375,2072097.375,0.0,2612112.75,2072097.4375,0,1,0.0,1,1,0.08797404652512553,HIGH
C1892011361,1,2163371.5,2163371.5,2163371.5,0.0,988924.75,988924.75,0,1,0.0,1,1,0.08797404652512553,HIGH
C1108208098,1,2163656.5,2163656.5,2163656.5,0.0,1325477.5,1325477.5,0,1,0.0,1,1,0.08797404652512553,HIGH
C1522250303,1,2826606.75,2826606.75,2826606.75,0.0,206470.0,206470.0,0,1,0.0,1,1,0.08793494909108324,HIGH
C1795933951,1,2154039.0,2154039.0,2154039.0,0.0,868850.3125,868850.3125,0,1,0.0,1,1,0.08771052539861524,HIGH
C870684569,1,2162191.25,2162191.25,2162191.25,0.0,472424.09375,472424.09375,0,1,0.0,1,1,0.08767144118873027,HIGH
C2133475654,1,2138525.5,2138525.5,2138525.5,0.0,763115.875,763115.875,0,1,0.0,1,1,0.08767144118873027,HIGH
C1223631235,1,2066467.625,2066467.625,2066467.625,0.0,2066467.625,2066467.625,0,1,0.0,1,1,0.08744709340442147,HIGH
C811135968,1,2306340.75,2306340.75,2306340.75,0.0,437715.5,437715.5,0,1,0.0,1,1,0.08740802241422119,HIGH
C1945381441,1,2315668.25,2315668.25,2315668.25,0.0,412137.125,412137.125,0,1,0.0,1,1,0.08740802241422119,HIGH
C387714697,1,2312155.0,2312155.0,2312155.0,0.0,413818.0,413818.0,0,1,0.0,1,1,0.08740802241422119,HIGH
C297314511,1,2462908.5,2462908.5,2462908.5,0.0,306872.0,306872.0,0,1,0.0,1,1,0.08714469273740966,HIGH
C1324849698,1,2104892.5,2104892.5,2104892.5,0.0,809556.5,809556.5,0,1,0.0,1,1,0.08714469273740966,HIGH
C2064202009,1,2371231.0,2371231.0,2371231.0,0.0,316744.0,316744.0,0,1,0.0,1,1,0.08714469273740966,HIGH
C1557708552,1,2109007.25,2109007.25,2109007.25,0.0,660754.5625,660754.5625,0,1,0.0,1,1,0.08714469273740966,HIGH
C792063744,1,2135485.75,2135485.75,2135485.75,0.0,728950.75,728950.75,0,1,0.0,1,1,0.08714469273740966,HIGH
C188286369,1,2130919.0,2130919.0,2130919.0,0.0,745503.9375,745503.9375,0,1,0.0,1,1,0.08688145212815968,HIGH
C1555262771,1,3586118.5,3586118.5,3586118.5,0.0,150892.0,150892.0,0,1,0.0,1,1,0.08688145212815968,HIGH
C1838385449,1,2011232.5,2011232.5,2011232.5,0.0,2678336.25,2011232.5,0,1,0.0,1,1,0.08665733191431402,HIGH
C418794647,1,2143920.5,2143920.5,2143920.5,0.0,511172.0,511172.0,0,1,0.0,1,1,0.08661830055634523,HIGH
C658505103,1,2285523.75,2285523.75,2285523.75,0.0,368538.5625,368538.5625,0,1,0.0,1,1,0.08661830055634523,HIGH
C986337415,1,2259825.0,2259825.0,2259825.0,0.0,363802.84375,363802.84375,0,1,0.0,1,1,0.08635523799185096,HIGH
C512377238,1,3870668.25,3870668.25,3870668.25,0.0,142068.0,142068.0,0,1,0.0,1,1,0.08635523799185096,HIGH
C618478117,1,3390561.25,3390561.25,3390561.25,0.0,138533.0,138533.0,0,1,0.0,1,1,0.08635523799185096,HIGH
C881003755,1,2169268.25,2169268.25,2169268.25,0.0,451830.5,451830.5,0,1,0.0,1,1,0.08635523799185096,HIGH
C582533936,1,2993365.5,2993365.5,2993365.5,0.0,156758.328125,156758.328125,0,1,0.0,1,1,0.08635523799185096,HIGH
C1868101714,1,2226777.25,2226777.25,2226777.25,0.0,432998.0,432998.0,0,1,0.0,1,1,0.08635523799185096,HIGH
C997722759,1,3506818.75,3506818.75,3506818.75,0.0,146000.0,146000.0,0,1,0.0,1,1,0.08635523799185096,HIGH
C1183906852,1,2696444.25,2696444.25,2696444.25,0.0,267784.15625,267784.15625,0,1,0.0,1,1,0.08635523799185096,HIGH
C745648946,1,1974352.25,1974352.25,1974352.25,0.0,1974352.25,1974352.25,0,1,0.0,1,1,0.08613126936338888,HIGH
C348015100,1,2000538.75,2000538.75,2000538.75,0.0,2045190.5,2000538.80859375,0,1,0.0,1,1,0.08613126936338888,HIGH
C1760157843,1,1973734.625,1973734.625,1973734.625,0.0,2085055.375,1973734.5546875,0,1,0.0,1,1,0.08613126936338888,HIGH
C1440901488,1,2093951.5,2093951.5,2093951.5,0.0,2093951.5,2093951.5,1,0,1.0,1,1,0.08611486800053536,HIGH
C684252268,1,2066467.625,2066467.625,2066467.625,0.0,2066467.625,2066467.625,1,0,1.0,1,1,0.08611486800053536,HIGH
C146225518,1,2828051.0,2828051.0,2828051.0,0.0,191860.015625,191860.015625,0,1,0.0,1,1,0.08609226440457107,HIGH
C1706915793,1,2234636.5,2234636.5,2234636.5,0.0,376688.125,376688.125,0,1,0.0,1,1,0.08609226440457107,HIGH
C1344070480,1,2224249.25,2224249.25,2224249.25,0.0,376377.6875,376377.6875,0,1,0.0,1,1,0.08609226440457107,HIGH
C434961095,1,2219717.5,2219717.5,2219717.5,0.0,391810.09375,391810.09375,0,1,0.0,1,1,0.08609226440457107,HIGH
C2101998510,1,2187933.75,2187933.75,2187933.75,0.0,398307.21875,398307.21875,0,1,0.0,1,1,0.08609226440457107,HIGH
C90557182,1,2235967.25,2235967.25,2235967.25,0.0,407164.09375,407164.09375,0,1,0.0,1,1,0.08609226440457107,HIGH
C438786132,1,2841291.5,2841291.5,2841291.5,0.0,191798.0,191798.0,0,1,0.0,1,1,0.08609226440457107,HIGH
C1926879841,1,2235228.5,2235228.5,2235228.5,0.0,372058.09375,372058.09375,0,1,0.0,1,1,0.08609226440457107,HIGH
C671666182,1,2053906.375,2053906.375,2053906.375,0.0,1513119.5,1513119.5,0,1,0.0,1,1,0.08586837153034921,HIGH
C365968372,1,1974352.25,1974352.25,1974352.25,0.0,1974352.25,1974352.25,1,0,1.0,1,1,0.08585197571502623,HIGH
C617208876,1,3523735.5,3523735.5,3523735.5,0.0,136238.578125,136238.578125,0,1,0.0,1,1,0.08582937976441052,HIGH
C751506572,1,2397487.75,2397487.75,2397487.75,0.0,305592.0,305592.0,0,1,0.0,1,1,0.08556658404128414,HIGH
